aircraft id,day,avg_sensor,flighthours,flightcycles,delayedminutes,kind
XY-AZQ,2010-11-17,25.6473909483814,5.850000000000000000,3.000000000000000000,69.000000000000000000,Maintenance
XY-AZQ,2011-06-17,31.44743358218066,0.566666666666667000,1.000000000000000000,26.000000000000000000,Maintenance
XY-AZQ,2012-03-08,23.165312710682606,1.883333333333330000,1.000000000000000000,7.000000000000000000,Maintenance
XY-AZQ,2012-05-05,28.788545333765786,3.633333333333330000,1.000000000000000000,22.000000000000000000,Maintenance
XY-AZQ,2015-10-05,61.678907879492215,1.833333333333330000,1.000000000000000000,10.000000000000000000,Maintenance
XY-AZQ,2015-10-06,64.6704863657839,0.516666666666667000,1.000000000000000000,29.000000000000000000,Maintenance
XY-AZQ,2015-10-08,63.84048476170168,1.983333333333330000,1.000000000000000000,1.000000000000000000,Maintenance
XY-AZQ,2015-10-11,59.987848895937624,4.233333333333330000,2.000000000000000000,46.000000000000000000,Maintenance
XY-AZQ,2015-10-12,60.859109003553016,3.416666666666670000,1.000000000000000000,35.000000000000000000,Maintenance
XY-AZQ,2015-11-28,27.974783974969267,3.800000000000000000,1.000000000000000000,12.000000000000000000,Maintenance
XY-AZQ,2016-06-07,64.74953569040233,1.666666666666670000,1.000000000000000000,20.000000000000000000,Maintenance
XY-AZQ,2016-06-10,61.68516212851264,0.900000000000000000,1.000000000000000000,6.000000000000000000,Maintenance
XY-AZQ,2016-06-13,67.6362602537938,0.533333333333333000,1.000000000000000000,28.000000000000000000,Maintenance
XY-AZQ,2016-07-29,23.83987854734863,0.633333333333333000,1.000000000000000000,22.000000000000000000,Maintenance
XY-AZQ,2016-09-10,26.158751068737516,3.950000000000000000,1.000000000000000000,3.000000000000000000,Maintenance
XY-BDC,2010-02-26,64.1163092359453,4.866666666666670000,2.000000000000000000,8.000000000000000000,Maintenance
XY-BDC,2010-02-28,64.64956621885463,0.383333333333333000,1.000000000000000000,37.000000000000000000,Maintenance
XY-BDC,2010-09-12,26.527627910939202,2.750000000000000000,1.000000000000000000,15.000000000000000000,Maintenance
XY-BDC,2010-09-23,27.45931644722197,2.483333333333330000,1.000000000000000000,31.000000000000000000,Maintenance
XY-BDC,2012-05-02,60.56973140698649,4.466666666666670000,2.000000000000000000,32.000000000000000000,Maintenance
XY-BDC,2012-05-03,65.07116736312634,0.950000000000000000,1.000000000000000000,3.000000000000000000,Maintenance
XY-BDC,2012-05-04,59.987848895937624,1.550000000000000000,1.000000000000000000,27.000000000000000000,Maintenance
XY-BDC,2012-11-12,23.581046867390608,5.116666666666670000,3.000000000000000000,53.000000000000000000,Maintenance
XY-BDC,2013-03-11,62.911646736669496,0.916666666666667000,1.000000000000000000,5.000000000000000000,Maintenance
XY-BDC,2013-07-27,65.0150209859272,0.433333333333333000,1.000000000000000000,34.000000000000000000,Maintenance
XY-BDC,2013-07-31,65.80251083608015,0.383333333333333000,1.000000000000000000,37.000000000000000000,Maintenance
XY-BDC,2013-08-01,61.832595652763025,3.550000000000000000,1.000000000000000000,27.000000000000000000,Maintenance
XY-BDC,2013-09-20,26.962349205343905,3.550000000000000000,1.000000000000000000,27.000000000000000000,Maintenance
XY-BDC,2014-07-24,28.306501584507643,0.583333333333333000,1.000000000000000000,25.000000000000000000,Maintenance
XY-BDC,2014-11-04,29.985507696386744,4.566666666666670000,2.000000000000000000,26.000000000000000000,Maintenance
XY-BDC,2014-12-03,26.788545333765786,3.650000000000000000,1.000000000000000000,21.000000000000000000,Maintenance
XY-BDC,2015-10-11,23.277394787655858,1.366666666666670000,1.000000000000000000,38.000000000000000000,Maintenance
XY-BDC,2015-11-28,24.69133361901148,3.650000000000000000,1.000000000000000000,21.000000000000000000,Maintenance
XY-BDC,2016-07-29,28.5970757680893,4.383333333333330000,2.000000000000000000,37.000000000000000000,Maintenance
XY-BDC,2016-09-10,25.023198389999227,0.983333333333333000,1.000000000000000000,1.000000000000000000,Maintenance
XY-FFT,2012-05-05,25.139070902968797,7.033333333333330000,4.000000000000000000,58.000000000000000000,Maintenance
XY-FFT,2012-06-19,29.433888216066592,1.566666666666670000,1.000000000000000000,26.000000000000000000,Maintenance
XY-FFT,2013-03-19,29.527657200113094,0.783333333333333000,1.000000000000000000,13.000000000000000000,Maintenance
XY-FFT,2014-07-20,62.854037379349016,2.866666666666670000,1.000000000000000000,8.000000000000000000,Maintenance
XY-FFT,2014-07-22,62.3673209404469,2.483333333333330000,1.000000000000000000,31.000000000000000000,Maintenance
XY-FFT,2014-07-25,63.86370147945894,5.683333333333330000,3.000000000000000000,79.000000000000000000,Maintenance
XY-FFT,2014-11-04,26.883065814579723,0.916666666666667000,1.000000000000000000,5.000000000000000000,Maintenance
XY-FFT,2014-12-03,26.551002590685787,3.583333333333330000,1.000000000000000000,25.000000000000000000,Maintenance
XY-FFT,2015-06-01,28.489295448135103,5.133333333333330000,2.000000000000000000,52.000000000000000000,Maintenance
XY-FFT,2015-07-17,26.60736018432592,2.816666666666670000,1.000000000000000000,11.000000000000000000,Maintenance
XY-FFT,2015-10-24,23.382293429341164,3.400000000000000000,1.000000000000000000,36.000000000000000000,Maintenance
XY-FFT,2015-11-28,25.028951611720174,3.850000000000000000,1.000000000000000000,9.000000000000000000,Maintenance
XY-FFT,2016-07-29,26.839886241288564,1.666666666666670000,1.000000000000000000,20.000000000000000000,Maintenance
XY-GOJ,2012-09-11,60.73496308242235,7.033333333333330000,3.000000000000000000,58.000000000000000000,Maintenance
XY-GOJ,2012-09-12,61.06910856248869,3.600000000000000000,1.000000000000000000,24.000000000000000000,Maintenance
XY-GOJ,2013-07-31,26.916927445193515,2.766666666666670000,2.000000000000000000,74.000000000000000000,Maintenance
XY-GOJ,2013-09-20,24.494683113687575,3.750000000000000000,1.000000000000000000,15.000000000000000000,Maintenance
XY-GOJ,2013-10-08,26.58476662497569,3.816666666666670000,1.000000000000000000,11.000000000000000000,Maintenance
XY-GOJ,2014-02-18,24.403076101956252,1.416666666666670000,1.000000000000000000,35.000000000000000000,Maintenance
XY-GOJ,2015-06-01,22.54178516342524,3.400000000000000000,1.000000000000000000,36.000000000000000000,Maintenance
XY-GOJ,2015-10-24,25.791441866408803,2.750000000000000000,1.000000000000000000,15.000000000000000000,Maintenance
XY-GOJ,2015-11-28,24.404403532575447,1.933333333333330000,1.000000000000000000,4.000000000000000000,Maintenance
XY-GOJ,2016-07-29,22.71491571733139,1.533333333333330000,1.000000000000000000,28.000000000000000000,Maintenance
XY-GOJ,2016-09-10,24.869782214055423,4.933333333333330000,3.000000000000000000,64.000000000000000000,Maintenance
XY-IOW,2010-02-27,25.98883689639154,0.533333333333333000,1.000000000000000000,28.000000000000000000,Maintenance
XY-IOW,2010-11-10,63.45915117555863,2.450000000000000000,1.000000000000000000,33.000000000000000000,Maintenance
XY-IOW,2010-11-18,65.1116938807297,5.183333333333330000,2.000000000000000000,49.000000000000000000,Maintenance
