aircraft id,date,avg_sensor,flighthours,flightcycles,delayedminutes,label
XY-SHM,2010-02-27 00:00:00,26.6473909483814,0.5,1,30,1
XY-SFN,2015-05-25 00:00:00,62.32288088990759,2.48333333333333,1,31,1
XY-OZX,2016-09-07 00:00:00,65.8869158206692,0.783333333333333,1,13,1
XY-OQQ,2014-02-18 00:00:00,30.23588817881644,0.933333333333333,1,4,1
XY-LOL,2014-12-13 00:00:00,61.79130313773131,1.93333333333333,1,4,1
XY-BDC,2015-10-11 00:00:00,23.277394787655858,1.36666666666667,1,38,1
XY-IOW,2015-11-28 00:00:00,61.8538358104594,12.9166666666667,4,125,1
XY-NIO,2014-02-18 00:00:00,25.44212087858069,1.61666666666667,1,23,1
XY-IOW,2016-09-10 00:00:00,24.98003955185053,6.25,3,45,1
XY-IOW,2016-06-12 00:00:00,24.046396779998457,0.916666666666667,1,5,1
XY-FFT,2012-05-05 00:00:00,26.537468692577228,7.03333333333333,4,58,1
XY-YJU,2015-11-28 00:00:00,25.066078167416453,6.25,2,45,1
XY-AZQ,2010-11-17 00:00:00,25.6473909483814,5.85,3,69,1
XY-YCV,2011-06-17 00:00:00,61.942304971115455,0.85,1,9,1
XY-BDC,2010-02-26 00:00:00,64.1163092359453,4.86666666666667,2,8,1
XY-YCV,2015-06-01 00:00:00,26.411537586060966,3.73333333333333,1,16,1
XY-OZX,2014-07-24 00:00:00,26.941499393105833,3.35,2,39,1
XY-SHM,2014-10-29 00:00:00,65.23901605785049,2.7,1,18,1
XY-AZQ,2015-10-05 00:00:00,61.678907879492215,1.83333333333333,1,10,1
XY-OZX,2013-03-20 00:00:00,61.07446258715314,3.73333333333333,1,16,1
XY-AZQ,2015-10-12 00:00:00,60.859109003553016,3.41666666666667,1,35,1
XY-WYW,2013-07-31 00:00:00,23.381670488344984,0.85,1,9,1
XY-POE,2012-06-15 00:00:00,61.487778982081785,2.9,2,66,1
XY-SHM,2015-06-01 00:00:00,25.181611831859495,5.21666666666667,2,47,1
XY-YJU,2012-06-14 00:00:00,26.172274772053107,8.28333333333333,3,43,1
XY-RRQ,2015-11-28 00:00:00,26.171004470332146,1.33333333333333,2,40,1
XY-SFN,2012-11-05 00:00:00,66.28932879980198,4.6,2,24,1
XY-IOW,2010-11-10 00:00:00,63.45915117555863,2.45,1,33,1
XY-OZX,2016-09-10 00:00:00,61.1569820651383,3.93333333333333,1,4,1
XY-WYW,2016-09-10 00:00:00,26.289046331596303,2.51666666666667,1,29,1
XY-SFN,2013-03-19 00:00:00,25.73709248363598,2.4,1,36,1
XY-BDC,2014-11-04 00:00:00,29.985507696386744,4.56666666666667,2,26,1
XY-POE,2015-10-11 00:00:00,27.89977746035145,7.53333333333333,3,88,1
XY-KWW,2012-05-05 00:00:00,20.513013410996432,4.01666666666667,2,59,1
XY-YJU,2013-10-08 00:00:00,29.59618525562485,0.833333333333333,1,10,1
