aircraft id,date,avg_sensor,scheduledoutofservice,unscheduledoutofservice,flighthours,flightcycles,delays,delayedminutes,cancellations,label
XY-PGD,2013-07-31 00:00:00,29.433888216066592,1.000000000000000000,0E-18,4.75,3,3.000000000000000000,75,0E-18,0
XY-WYW,2015-11-28 00:00:00,26.66164046575848,0E-18,1.000000000000000000,5.73333333333333,2,2.000000000000000000,16,0E-18,0
XY-PGD,2010-02-27 00:00:00,24.629908910511467,0E-18,1.000000000000000000,0.583333333333333,1,1.000000000000000000,25,0E-18,0
XY-RRQ,2013-03-19 00:00:00,25.13609303954671,0E-18,1.000000000000000000,3.95,1,1.000000000000000000,3,0E-18,0
XY-YCV,2012-05-05 00:00:00,26.075363609605823,0E-18,1.000000000000000000,2.5,2,2.000000000000000000,30,0E-18,0
XY-POE,2012-06-14 00:00:00,61.39167883724235,0E-18,1.000000000000000000,1.35,1,1.000000000000000000,39,0E-18,0
XY-KWW,2013-09-18 00:00:00,63.64760880275493,0E-18,1.000000000000000000,1.03333333333333,2,2.000000000000000000,58,0E-18,0
XY-BDC,2013-07-31 00:00:00,65.80251083608015,0E-18,1.000000000000000000,0.383333333333333,1,1.000000000000000000,37,0E-18,0
XY-NIO,2013-09-20 00:00:00,25.971086422572096,1.000000000000000000,0E-18,0.5,1,1.000000000000000000,30,0E-18,0
XY-AZQ,2011-06-17 00:00:00,31.44743358218066,1.000000000000000000,0E-18,0.566666666666667,1,1.000000000000000000,26,0E-18,0
XY-IOW,2013-10-08 00:00:00,25.788545333765786,1.000000000000000000,0E-18,3.61666666666667,1,1.000000000000000000,23,0E-18,0
XY-NIO,2015-11-28 00:00:00,27.541785163425235,0E-18,1.000000000000000000,5.33333333333333,2,2.000000000000000000,40,0E-18,0
XY-POE,2014-02-18 00:00:00,27.881364542080558,0E-18,1.000000000000000000,6.8,2,2.000000000000000000,12,0E-18,0
XY-SHM,2014-10-28 00:00:00,64.65321772993049,1.000000000000000000,0E-18,0.65,1,1.000000000000000000,21,0E-18,0
XY-RRQ,2014-12-03 00:00:00,26.65886065453567,0E-18,1.000000000000000000,3.6,1,1.000000000000000000,24,0E-18,0
XY-FFT,2014-11-04 00:00:00,26.883065814579723,0E-18,1.000000000000000000,0.916666666666667,1,1.000000000000000000,5,0E-18,0
XY-IOW,2012-11-12 00:00:00,26.828998102512383,0E-18,1.000000000000000000,2.76666666666667,2,2.000000000000000000,14,0E-18,0
XY-OZX,2014-12-12 00:00:00,29.29435527152658,0E-18,1.000000000000000000,0.916666666666667,1,1.000000000000000000,5,0E-18,0
XY-OZX,2015-06-01 00:00:00,27.826503886028675,0E-18,1.000000000000000000,7.05,2,2.000000000000000000,57,0E-18,0
XY-SHM,2011-06-20 00:00:00,24.566976932818505,0E-18,1.000000000000000000,3.43333333333333,1,1.000000000000000000,34,0E-18,0
XY-BDC,2013-08-01 00:00:00,61.832595652763025,0E-18,1.000000000000000000,3.55,1,1.000000000000000000,27,0E-18,1
XY-WYW,2010-02-27 00:00:00,28.012690036036357,0E-18,1.000000000000000000,0.866666666666667,1,1.000000000000000000,8,0E-18,0
XY-SFN,2015-05-28 00:00:00,65.81112354645396,0E-18,1.000000000000000000,1.93333333333333,1,1.000000000000000000,4,0E-18,0
XY-AZQ,2015-10-06 00:00:00,64.6704863657839,1.000000000000000000,0E-18,0.516666666666667,1,1.000000000000000000,29,0E-18,0
XY-PGD,2012-10-15 00:00:00,28.587279086072478,0E-18,1.000000000000000000,3.55,1,1.000000000000000000,27,0E-18,0
XY-NIO,2016-07-29 00:00:00,27.24514616344924,1.000000000000000000,0E-18,1.63333333333333,1,1.000000000000000000,22,0E-18,0
XY-AZQ,2016-06-13 00:00:00,67.6362602537938,0E-18,1.000000000000000000,0.533333333333333,1,1.000000000000000000,28,0E-18,1
XY-SFN,2016-09-10 00:00:00,24.763750918227405,0E-18,1.000000000000000000,0.783333333333333,1,1.000000000000000000,13,0E-18,0
XY-BDC,2012-05-03 00:00:00,63.16386878869665,0E-18,1.000000000000000000,0.95,1,1.000000000000000000,3,0E-18,0
XY-LOL,2012-03-06 00:00:00,63.13590922562709,1.000000000000000000,0E-18,5.06666666666667,2,2.000000000000000000,56,0E-18,0
XY-BDC,2013-07-27 00:00:00,62.806520269356604,0E-18,1.000000000000000000,0.433333333333333,1,1.000000000000000000,34,0E-18,0
XY-YJU,2016-06-12 00:00:00,25.824295842803767,1.000000000000000000,0E-18,2.95,1,1.000000000000000000,3,0E-18,0
XY-BDC,2012-05-02 00:00:00,60.91692301189705,0E-18,1.000000000000000000,4.46666666666667,2,2.000000000000000000,32,0E-18,0
XY-BDC,2013-03-12 00:00:00,62.911646736669496,1.000000000000000000,0E-18,1.53333333333333,1,1.000000000000000000,28,0E-18,0
XY-YBT,2012-03-08 00:00:00,30.234835608266334,0E-18,1.000000000000000000,1.61666666666667,2,2.000000000000000000,23,0E-18,0
XY-GOJ,2013-07-31 00:00:00,26.916927445193515,0E-18,1.000000000000000000,2.76666666666667,2,2.000000000000000000,74,0E-18,0
