aircraft id,date,avg_sensor,scheduledoutofservice,unscheduledoutofservice,flighthours,flightcycles,delays,delayedminutes,cancellations,label
XY-FFT,2014-07-20 00:00:00,62.854037379349016,0E-18,1.000000000000000000,2.86666666666667,1,1.000000000000000000,8,0E-18,0
XY-SFN,2012-11-13 00:00:00,61.93445785539934,0E-18,1.000000000000000000,2.38333333333333,1,1.000000000000000000,37,0E-18,1
XY-YBT,2015-10-25 00:00:00,60.05812622009615,0E-18,1.000000000000000000,2.75,1,1.000000000000000000,15,0E-18,1
XY-SHM,2014-11-05 00:00:00,61.84151884560185,0E-18,1.000000000000000000,2.48333333333333,1,1.000000000000000000,31,0E-18,1
XY-SHM,2014-10-31 00:00:00,65.01086344532509,0E-18,1.000000000000000000,0.45,1,1.000000000000000000,33,0E-18,0
XY-YCV,2012-06-14 00:00:00,25.654589746988957,0E-18,1.000000000000000000,6.28333333333333,3,3.000000000000000000,43,0E-18,0
XY-PGD,2015-10-24 00:00:00,26.413281776706512,1.000000000000000000,0E-18,1.88333333333333,1,1.000000000000000000,7,0E-18,0
XY-YBT,2015-10-21 00:00:00,65.53190342743763,1.000000000000000000,0E-18,3.45,1,1.000000000000000000,33,0E-18,0
XY-RRQ,2010-11-17 00:00:00,21.747026680074466,0E-18,1.000000000000000000,2.45,1,1.000000000000000000,33,0E-18,0
XY-IOW,2011-06-18 00:00:00,61.71792624895679,0E-18,1.000000000000000000,4.75,2,2.000000000000000000,15,0E-18,0
XY-KWW,2013-07-31 00:00:00,28.76805636250893,0E-18,1.000000000000000000,1.61666666666667,1,1.000000000000000000,23,0E-18,0
XY-YBT,2010-09-23 00:00:00,27.65622428691903,0E-18,1.000000000000000000,2.61666666666667,1,1.000000000000000000,23,0E-18,0
XY-NIO,2014-12-12 00:00:00,28.978880532938035,0E-18,1.000000000000000000,1.35,1,1.000000000000000000,39,0E-18,0
XY-LOL,2012-09-11 00:00:00,25.323695474190703,1.000000000000000000,0E-18,0.5,1,1.000000000000000000,30,0E-18,0
XY-RRQ,2013-03-17 00:00:00,24.481174602671945,0E-18,1.000000000000000000,3.55,1,1.000000000000000000,27,0E-18,0
XY-SFN,2015-06-02 00:00:00,66.24603361519192,0E-18,1.000000000000000000,1.6,1,1.000000000000000000,24,0E-18,1
XY-GOJ,2012-09-11 00:00:00,60.17104162836605,0E-18,1.000000000000000000,7.03333333333333,3,3.000000000000000000,58,0E-18,0
XY-SFN,2015-05-26 00:00:00,61.89433175266477,0E-18,1.000000000000000000,3.41666666666667,1,1.000000000000000000,35,0E-18,0
XY-OQQ,2013-07-04 00:00:00,59.93933977171145,0E-18,1.000000000000000000,2.73333333333333,2,2.000000000000000000,76,0E-18,0
XY-SFN,2010-09-20 00:00:00,61.89927523704468,0E-18,1.000000000000000000,2.55,1,1.000000000000000000,27,0E-18,0
XY-AZQ,2015-10-11 00:00:00,59.987848895937624,0E-18,1.000000000000000000,4.23333333333333,2,2.000000000000000000,46,0E-18,0
XY-LOL,2016-07-29 00:00:00,27.349741227024012,0E-18,1.000000000000000000,2.46666666666667,2,2.000000000000000000,32,0E-18,0
XY-IOW,2013-03-19 00:00:00,23.68627951964626,1.000000000000000000,0E-18,3.95,1,1.000000000000000000,3,0E-18,0
XY-YCV,2014-12-12 00:00:00,28.439523677799045,1.000000000000000000,0E-18,1.68333333333333,1,1.000000000000000000,19,0E-18,0
XY-RRQ,2014-02-19 00:00:00,27.75547141004388,0E-18,1.000000000000000000,1.7,1,1.000000000000000000,18,0E-18,0
XY-LOL,2012-03-04 00:00:00,61.44854345998067,0E-18,1.000000000000000000,0.633333333333333,1,1.000000000000000000,22,0E-18,0
XY-YBT,2014-07-24 00:00:00,28.454571912927268,1.000000000000000000,0E-18,0.95,1,1.000000000000000000,3,0E-18,0
XY-YCV,2012-10-15 00:00:00,25.715721828539106,0E-18,1.000000000000000000,3.85,1,1.000000000000000000,9,0E-18,0
XY-WYW,2010-09-24 00:00:00,25.401492847623828,0E-18,1.000000000000000000,3.95,1,1.000000000000000000,3,0E-18,0
XY-LOL,2012-03-05 00:00:00,63.74994737778717,0E-18,1.000000000000000000,2.93333333333333,1,1.000000000000000000,4,0E-18,0
XY-SFN,2014-11-27 00:00:00,64.28352107754284,1.000000000000000000,0E-18,4.73333333333333,2,2.000000000000000000,16,0E-18,0
XY-BDC,2014-07-24 00:00:00,28.306501584507643,0E-18,1.000000000000000000,0.583333333333333,1,1.000000000000000000,25,0E-18,0
XY-GOJ,2014-02-18 00:00:00,24.403076101956252,0E-18,1.000000000000000000,1.41666666666667,1,1.000000000000000000,35,0E-18,0
XY-WYW,2015-07-17 00:00:00,25.217485378609524,0E-18,1.000000000000000000,0.35,1,1.000000000000000000,39,0E-18,0
XY-AZQ,2016-06-10 00:00:00,61.68516212851264,0E-18,1.000000000000000000,0.9,1,1.000000000000000000,6,0E-18,0
