aircraft id,date,avg_sensor,scheduledoutofservice,unscheduledoutofservice,flighthours,flightcycles,delays,delayedminutes,cancellations,label
XY-SHM,2010-09-23 00:00:00,27.355926331191007,1.000000000000000000,0E-18,2.91666666666667,1,1.000000000000000000,5,0E-18,0
XY-AZQ,2012-05-05 00:00:00,28.858430363022368,0E-18,1.000000000000000000,3.63333333333333,1,1.000000000000000000,22,0E-18,0
XY-JQE,2015-07-17 00:00:00,24.472092240978846,0E-18,1.000000000000000000,0.533333333333333,1,1.000000000000000000,28,0E-18,0
XY-YCV,2013-07-04 00:00:00,28.18147359141158,1.000000000000000000,0E-18,3.41666666666667,1,1.000000000000000000,35,0E-18,0
XY-IOW,2012-10-16 00:00:00,59.7782012019798,0E-18,1.000000000000000000,2.51666666666667,2,2.000000000000000000,29,0E-18,1
XY-GOJ,2013-09-20 00:00:00,24.494683113687575,0E-18,1.000000000000000000,3.75,1,1.000000000000000000,15,0E-18,0
XY-LOL,2012-06-18 00:00:00,66.9984526984846,1.000000000000000000,0E-18,2.83333333333333,1,1.000000000000000000,10,0E-18,0
XY-JQE,2013-10-08 00:00:00,27.176312513985188,0E-18,1.000000000000000000,5.16666666666667,2,2.000000000000000000,50,0E-18,0
XY-POE,2016-07-29 00:00:00,29.217485378609524,1.000000000000000000,0E-18,0.35,1,1.000000000000000000,39,0E-18,0
XY-RRQ,2015-10-11 00:00:00,24.672472918243617,0E-18,1.000000000000000000,6.21666666666667,2,2.000000000000000000,47,0E-18,0
XY-NIO,2012-11-12 00:00:00,24.394016944593048,0E-18,1.000000000000000000,0.433333333333333,1,1.000000000000000000,34,0E-18,0
XY-KWW,2011-06-17 00:00:00,30.61300316901528,0E-18,1.000000000000000000,0.583333333333333,1,1.000000000000000000,25,0E-18,0
XY-BDC,2010-09-23 00:00:00,27.45931644722197,0E-18,1.000000000000000000,2.48333333333333,1,1.000000000000000000,31,0E-18,0
XY-LOL,2012-03-01 00:00:00,64.1163092359453,0E-18,1.000000000000000000,3.86666666666667,1,1.000000000000000000,8,0E-18,0
XY-FFT,2016-07-30 00:00:00,27.018201689639195,0E-18,1.000000000000000000,4.95,2,2.000000000000000000,63,0E-18,0
XY-GOJ,2016-09-10 00:00:00,23.255793144538373,0E-18,1.000000000000000000,4.93333333333333,3,3.000000000000000000,64,0E-18,0
XY-SHM,2015-10-24 00:00:00,27.560932372456804,0E-18,1.000000000000000000,0.85,1,1.000000000000000000,9,0E-18,0
XY-LOL,2013-09-20 00:00:00,26.952683020778615,0E-18,1.000000000000000000,6.8,3,3.000000000000000000,72,0E-18,0
XY-FFT,2014-12-04 00:00:00,26.506906554967614,0E-18,1.000000000000000000,6.71666666666667,2,2.000000000000000000,17,0E-18,0
XY-YCV,2015-10-11 00:00:00,26.51808598482859,1.000000000000000000,0E-18,2.53333333333333,1,1.000000000000000000,28,0E-18,0
XY-KWW,2013-09-16 00:00:00,60.86846882795749,0E-18,1.000000000000000000,3.58333333333333,1,1.000000000000000000,25,0E-18,0
XY-SHM,2012-09-11 00:00:00,27.677963165595497,0E-18,1.000000000000000000,6.3,2,2.000000000000000000,42,0E-18,0
XY-FFT,2016-07-29 00:00:00,26.48325534458731,0E-18,1.000000000000000000,1.66666666666667,1,1.000000000000000000,20,0E-18,0
XY-LOL,2015-07-18 00:00:00,66.56894018171711,0E-18,1.000000000000000000,2.68333333333333,1,1.000000000000000000,19,0E-18,1
XY-LOL,2012-05-05 00:00:00,30.26092901334631,1.000000000000000000,0E-18,1.53333333333333,1,1.000000000000000000,28,0E-18,0
XY-SFN,2010-11-17 00:00:00,28.788555766874538,0E-18,1.000000000000000000,0.866666666666667,1,1.000000000000000000,8,0E-18,0
XY-LOL,2012-03-07 00:00:00,63.88435624398517,1.000000000000000000,0E-18,1.6,1,1.000000000000000000,24,0E-18,0
XY-KWW,2013-07-04 00:00:00,28.679012398973132,1.000000000000000000,0E-18,4.13333333333333,2,2.000000000000000000,52,0E-18,0
XY-FFT,2014-07-22 00:00:00,62.3673209404469,0E-18,1.000000000000000000,2.48333333333333,1,1.000000000000000000,31,0E-18,0
XY-SHM,2014-10-30 00:00:00,64.65816014386628,0E-18,1.000000000000000000,2.35,1,1.000000000000000000,39,0E-18,0
XY-PGD,2016-07-30 00:00:00,61.08094088702589,0E-18,1.000000000000000000,2.71666666666667,1,1.000000000000000000,17,0E-18,1
XY-YBT,2012-05-05 00:00:00,25.835566255065398,0E-18,1.000000000000000000,9.01666666666667,3,3.000000000000000000,59,0E-18,0
XY-IOW,2012-10-08 00:00:00,60.44608911354036,0E-18,1.000000000000000000,1.63333333333333,1,1.000000000000000000,22,0E-18,0
XY-IOW,2013-03-17 00:00:00,25.403076101956252,1.000000000000000000,0E-18,3.26666666666667,2,2.000000000000000000,44,0E-18,0
XY-LOL,2012-06-16 00:00:00,63.795322317157286,0E-18,1.000000000000000000,2.56666666666667,1,1.000000000000000000,26,0E-18,0
